SN,Filename,Title of Song,URL,Language,Type,Sentiment,Lyrics,Genre,Meaning of Song
401,Segment_2_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
402,Segment_3_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
403,Segment_4_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
404,Segment_5_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
405,Segment_6_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
406,Segment_7_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
407,Segment_8_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
408,Segment_9_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
409,Segment_10_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
410,Segment_11_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
411,Segment_12_MzVee - Baddest Boss Ft Mugeez.mp3,MzVee - Baddest Boss Ft Mugeez,https://www.youtube.com/watch?v=FxRwLVoP3bo,English,MP3,Positve,"Agya agba gba, Agya agbee
Take the level
I get blow man for my ghetto
I go make you bow make you settle
Even if you be the devil devil
Oya make I pass make e let go
If you no want trouble
Say you wanna put heft for my leg oo
Wey you wanna put blow for my net oo
Oya boss make e follow
Nobody go fi run for my set oo
If you wanna join one togo logo
I go teach you make you shoot like a rambo rock oo
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Sɛ meko ntɔkwa yɛn pata
Anigyei wɔ hɔa yɛn Kasa
Agya agba gba, Agya agbee
Girl make I tell you maybe you no no
Girl ebi holiday wey money dey
Wey you bi hotter than Asana ee
Hotter than the summer ee
So baby make you run away ee
I wanna give u plenty take away
Whenever you leave me I go be your time oo
Me I want your vitality I go chop am mango
Girl are you the one you no get nowhere to run go
Pull up on your ends you go say I no do jango
Agya agba gba, Agya agbee
Show, sho, sho
Sho, sho
See me I dey go, go
Go, go, go
Girl let them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Show, sho, sho
Sho, sho
See me I dey go go
Go, go, go
Girl them know kno
Kno, kno, kno
I dey keep it on the low, low, low
Low, low
Whine up",Soul,"The song celebrates resilience, loyalty, and love in a gritty environment. The singer, from a tough neighborhood, speaks with pride about his influence and resilience, emphasizing that no one can hold him back. He shows loyalty and devotion to his love interest, promising to care for her and keep things discreet, while expressing confidence in his ability to navigate challenges and stand tall in any conflict. The song also conveys joy in life’s simple pleasures and the desire for lasting peace and happiness."
412,Segment_1_Reynolds the Gentleman - Take Me Back feat Dunnie.mp3,Reynolds the Gentleman - Take Me Back feat Dunnie,https://www.youtube.com/watch?v=mOWJCIvI3nM,English,MP3,Negative,"Lord, I’m crying a river
And I’m hurting all over
'Cause I lost my lover
For all the lies I told her
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?""
Uuhhh, ""why did I do it?""
No no no no no...
Oh! Baby, I want you back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Baby, I want you back, back
I know I did you wrong, but please Baby...
Nothing is what I feel inside
Nothing you say can change my mind
Nothing you do can take back what you did
What you did broke me to pieces
Somebody tell my lover, tell my lover it’s all over
Somebody tell my lover, tell my lover we are over
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Hwɛ sɛ nea ma yɛ bɔdɔbɔdɔ, bɔdɔbɔdɔ
Nahanaha, nahanaha
Hatahata, hatahata
My world has come to a standstill
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?"" (why did you do it?)
Uuhhh, ""why did I do it?"" (why did you do it?)
No no no no no...
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Dunnie mo oo, please Baby
Dunnie mo oo, please Baby
Oh yeah
Yes, you did me wrong oo, please Baby
And I no dey do again
Oh I no dey do again, please Baby",Soul,"The song expresses deep regret from someone who has hurt their partner and desperately wants them back, acknowledging the pain they caused. Despite pleas for forgiveness, the hurt partner feels broken and uncertain about reconciling. The lyrics highlight the complexity of love, loss, and the longing to make amends after a mistake."
413,Segment_2_Reynolds the Gentleman - Take Me Back feat Dunnie.mp3,Reynolds the Gentleman - Take Me Back feat Dunnie,https://www.youtube.com/watch?v=mOWJCIvI3nM,English,MP3,Negative,"Lord, I’m crying a river
And I’m hurting all over
'Cause I lost my lover
For all the lies I told her
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?""
Uuhhh, ""why did I do it?""
No no no no no...
Oh! Baby, I want you back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Baby, I want you back, back
I know I did you wrong, but please Baby...
Nothing is what I feel inside
Nothing you say can change my mind
Nothing you do can take back what you did
What you did broke me to pieces
Somebody tell my lover, tell my lover it’s all over
Somebody tell my lover, tell my lover we are over
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Hwɛ sɛ nea ma yɛ bɔdɔbɔdɔ, bɔdɔbɔdɔ
Nahanaha, nahanaha
Hatahata, hatahata
My world has come to a standstill
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?"" (why did you do it?)
Uuhhh, ""why did I do it?"" (why did you do it?)
No no no no no...
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Dunnie mo oo, please Baby
Dunnie mo oo, please Baby
Oh yeah
Yes, you did me wrong oo, please Baby
And I no dey do again
Oh I no dey do again, please Baby",Soul,"The song expresses deep regret from someone who has hurt their partner and desperately wants them back, acknowledging the pain they caused. Despite pleas for forgiveness, the hurt partner feels broken and uncertain about reconciling. The lyrics highlight the complexity of love, loss, and the longing to make amends after a mistake."
414,Segment_3_Reynolds the Gentleman - Take Me Back feat Dunnie.mp3,Reynolds the Gentleman - Take Me Back feat Dunnie,https://www.youtube.com/watch?v=mOWJCIvI3nM,English,MP3,Negative,"Lord, I’m crying a river
And I’m hurting all over
'Cause I lost my lover
For all the lies I told her
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?""
Uuhhh, ""why did I do it?""
No no no no no...
Oh! Baby, I want you back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Baby, I want you back, back
I know I did you wrong, but please Baby...
Nothing is what I feel inside
Nothing you say can change my mind
Nothing you do can take back what you did
What you did broke me to pieces
Somebody tell my lover, tell my lover it’s all over
Somebody tell my lover, tell my lover we are over
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Hwɛ sɛ nea ma yɛ bɔdɔbɔdɔ, bɔdɔbɔdɔ
Nahanaha, nahanaha
Hatahata, hatahata
My world has come to a standstill
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?"" (why did you do it?)
Uuhhh, ""why did I do it?"" (why did you do it?)
No no no no no...
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Dunnie mo oo, please Baby
Dunnie mo oo, please Baby
Oh yeah
Yes, you did me wrong oo, please Baby
And I no dey do again
Oh I no dey do again, please Baby",Soul,"The song expresses deep regret from someone who has hurt their partner and desperately wants them back, acknowledging the pain they caused. Despite pleas for forgiveness, the hurt partner feels broken and uncertain about reconciling. The lyrics highlight the complexity of love, loss, and the longing to make amends after a mistake."
415,Segment_4_Reynolds the Gentleman - Take Me Back feat Dunnie.mp3,Reynolds the Gentleman - Take Me Back feat Dunnie,https://www.youtube.com/watch?v=mOWJCIvI3nM,English,MP3,Negative,"Lord, I’m crying a river
And I’m hurting all over
'Cause I lost my lover
For all the lies I told her
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?""
Uuhhh, ""why did I do it?""
No no no no no...
Oh! Baby, I want you back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Baby, I want you back, back
I know I did you wrong, but please Baby...
Nothing is what I feel inside
Nothing you say can change my mind
Nothing you do can take back what you did
What you did broke me to pieces
Somebody tell my lover, tell my lover it’s all over
Somebody tell my lover, tell my lover we are over
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Hwɛ sɛ nea ma yɛ bɔdɔbɔdɔ, bɔdɔbɔdɔ
Nahanaha, nahanaha
Hatahata, hatahata
My world has come to a standstill
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?"" (why did you do it?)
Uuhhh, ""why did I do it?"" (why did you do it?)
No no no no no...
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Dunnie mo oo, please Baby
Dunnie mo oo, please Baby
Oh yeah
Yes, you did me wrong oo, please Baby
And I no dey do again
Oh I no dey do again, please Baby",Soul,"The song expresses deep regret from someone who has hurt their partner and desperately wants them back, acknowledging the pain they caused. Despite pleas for forgiveness, the hurt partner feels broken and uncertain about reconciling. The lyrics highlight the complexity of love, loss, and the longing to make amends after a mistake."
416,Segment_5_Reynolds the Gentleman - Take Me Back feat Dunnie.mp3,Reynolds the Gentleman - Take Me Back feat Dunnie,https://www.youtube.com/watch?v=mOWJCIvI3nM,English,MP3,Negative,"Lord, I’m crying a river
And I’m hurting all over
'Cause I lost my lover
For all the lies I told her
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?""
Uuhhh, ""why did I do it?""
No no no no no...
Oh! Baby, I want you back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Baby, I want you back, back
I know I did you wrong, but please Baby...
Nothing is what I feel inside
Nothing you say can change my mind
Nothing you do can take back what you did
What you did broke me to pieces
Somebody tell my lover, tell my lover it’s all over
Somebody tell my lover, tell my lover we are over
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Hwɛ sɛ nea ma yɛ bɔdɔbɔdɔ, bɔdɔbɔdɔ
Nahanaha, nahanaha
Hatahata, hatahata
My world has come to a standstill
Now I’m sitting here feeling very, very stupid
Asking myself, ""why the hell did I do it?"" (why did you do it?)
Uuhhh, ""why did I do it?"" (why did you do it?)
No no no no no...
Oh! Baby, I want you back (I know you want me back)
Back, back
I know I did you wrong, but Baby forgive me and take me back
Oh! Dunnie, I want you back (it’s too late to apologize)
Back, back
I know I did you wrong, but please Baby...
Dunnie mo oo, please Baby
Dunnie mo oo, please Baby
Oh yeah
Yes, you did me wrong oo, please Baby
And I no dey do again
Oh I no dey do again, please Baby",Soul,"The song expresses deep regret from someone who has hurt their partner and desperately wants them back, acknowledging the pain they caused. Despite pleas for forgiveness, the hurt partner feels broken and uncertain about reconciling. The lyrics highlight the complexity of love, loss, and the longing to make amends after a mistake."
